#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NZ_CP014692.1	1978929	1980860	-	-	-	A0U92_RS08940	WP_077814342.1	643	ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
chr	NZ_CP014692.1	1980995	1982293	-	-	-	A0U92_RS08945	WP_077812919.1	432	tRNA lysidine(34) synthetase TilS
chr	NZ_CP014692.1	1982307	1983152	-	-	-	A0U92_RS08950	WP_077812920.1	281	hypothetical protein
chr	NZ_CP014692.1	1983541	1984020	-	-	-	A0U92_RS08955	WP_077812921.1	159	peptidoglycan-associated lipoprotein Pal
chr	NZ_CP014692.1	1984267	1985634	-	-	-	A0U92_RS08960	WP_077814343.1	455	Tol-Pal system protein TolB
chr	NZ_CP014692.1	1985663	1986709	-	-	-	A0U92_RS08965	WP_077812922.1	348	energy transducer TonB
chr	NZ_CP014692.1	1986832	1987278	-	-	-	A0U92_RS08970	WP_077812923.1	148	protein TolR
chr	NZ_CP014692.1	1987282	1988004	-	-	-	A0U92_RS08975	WP_077814344.1	240	protein TolQ
chr	NZ_CP014692.1	1988172	1988579	-	-	-	A0U92_RS08980	WP_077812924.1	135	tol-pal system-associated acyl-CoA thioesterase
chr	NZ_CP014692.1	1988576	1989640	-	-	-	A0U92_RS08985	WP_077812925.1	354	Holliday junction branch migration DNA helicase RuvB
chr	NZ_CP014692.1	1989637	1990254	-	-	-	A0U92_RS08990	WP_077812926.1	205	Holliday junction branch migration protein RuvA
chr	NZ_CP014692.1	1990251	1990793	-	-	-	A0U92_RS08995	WP_077814345.1	180	crossover junction endodeoxyribonuclease RuvC
chr	NZ_CP014692.1	1990918	1992108	+	-	-	A0U92_RS09000	WP_077812927.1	396	glycosyltransferase family 2 protein
chr	NZ_CP014692.1	1992346	1993029	-	-	-	A0U92_RS09005	WP_077812928.1	227	hypothetical protein
chr	NZ_CP014692.1	1993344	1993760	+	-	-	A0U92_RS09010	WP_077812929.1	138	acyl-CoA thioesterase
chr	NZ_CP014692.1	1993850	1994662	+	-	-	A0U92_RS09015	WP_077812930.1	270	DUF4422 domain-containing protein
chr	NZ_CP014692.1	1994755	1995123	+	-	-	A0U92_RS09020	WP_077812931.1	122	IS5 family transposase
chr	NZ_CP014692.1	1995120	1995512	+	-	-	A0U92_RS09025	WP_077812932.1	130	IS5 family transposase
chr	NZ_CP014692.1	1995763	1996929	-	-	-	A0U92_RS09030	WP_077812933.1	388	glycerate kinase
chr	NZ_CP014692.1	1997043	1998560	-	-	-	A0U92_RS09035	WP_077812934.1	505	succinate CoA transferase
chr	NZ_CP014692.1	1998937	1999686	+	-	-	A0U92_RS09040	WP_077812935.1	249	phosphatase
chr	NZ_CP014692.1	1999842	2000204	+	-	-	A0U92_RS09045	WP_077814346.1	120	chorismate mutase
chr	NZ_CP014692.1	2000227	2000736	+	-	-	A0U92_RS09050	WP_077814347.1	169	phosphoglycolate phosphatase
chr	NZ_CP014692.1	2000856	2002190	+	-	-	A0U92_RS09055	WP_077814348.1	444	citrate (Si)-synthase
chr	NZ_CP014692.1	2002340	2002576	-	-	-	A0U92_RS09060	WP_077812936.1	78	hypothetical protein
chr	NZ_CP014692.1	2002904	2004193	+	-	-	A0U92_RS09065	WP_077812937.1	429	hypothetical protein
chr	NZ_CP014692.1	2006108	2006356	-	-	-	A0U92_RS09075	WP_077812938.1	82	acyl carrier protein
chr	NZ_CP014692.1	2006848	2009142	-	-	-	A0U92_RS09080	WP_077812939.1	764	type II secretion system protein GspD
chr	NZ_CP014692.1	2009203	2009775	-	-	-	A0U92_RS09085	WP_077812940.1	190	hypothetical protein
chr	NZ_CP014692.1	2010553	2011467	-	-	-	A0U92_RS09090	WP_077812941.1	304	hypothetical protein
chr	NZ_CP014692.1	2011591	2012346	+	-	-	A0U92_RS09095	WP_077812942.1	251	orotate phosphoribosyltransferase
chr	NZ_CP014692.1	2012365	2013246	+	-	-	A0U92_RS09100	WP_077812943.1	293	glutamate racemase
chr	NZ_CP014692.1	2013470	2013955	-	-	-	A0U92_RS09105	WP_077812944.1	161	hypothetical protein
chr	NZ_CP014692.1	2014407	2015546	-	-	-	A0U92_RS09115	WP_077812945.1	379	polyprenyl synthetase family protein
chr	NZ_CP014692.1	2015740	2016447	+	-	-	A0U92_RS09120	WP_077814349.1	235	methyltransferase
chr	NZ_CP014692.1	2016457	2016675	-	-	-	A0U92_RS09125	WP_077812946.1	72	hypothetical protein
chr	NZ_CP014692.1	2016678	2017232	+	-	-	A0U92_RS09130	WP_077812947.1	184	DNA starvation/stationary phase protection protein
chr	NZ_CP014692.1	2017300	2017968	-	-	-	A0U92_RS09135	WP_077812948.1	222	hypothetical protein
chr	NZ_CP014692.1	2017993	2018118	-	-	-	A0U92_RS09140	WP_003625637.1	41	MULTISPECIES: 50S ribosomal protein L36
chr	NZ_CP014692.1	2018692	2019642	-	-	-	A0U92_RS09145	WP_077812949.1	316	hydrogen peroxide-inducible genes activator
chr	NZ_CP014692.1	2019790	2020332	+	-	-	A0U92_RS09150	WP_077812950.1	180	peroxiredoxin
chr	NZ_CP014692.1	2020464	2020988	+	-	-	A0U92_RS09155	WP_077812951.1	174	alkyl hydroperoxide reductase
chr	NZ_CP014692.1	2021068	2021781	-	-	-	A0U92_RS09160	WP_077812952.1	237	hypothetical protein
chr	NZ_CP014692.1	2022484	2022753	-	-	-	A0U92_RS09170	WP_077812953.1	89	hypothetical protein
chr	NZ_CP014692.1	2023045	2023284	-	-	-	A0U92_RS09175	WP_077812954.1	79	hypothetical protein
chr	NZ_CP014692.1	2023420	2024745	-	-	-	A0U92_RS09180	WP_077812955.1	441	GTPase HflX
chr	NZ_CP014692.1	2024726	2025052	-	-	-	A0U92_RS09185	WP_077812956.1	108	RNA chaperone Hfq
chr	NZ_CP014692.1	2025299	2026687	-	-	-	A0U92_RS09190	WP_077812957.1	462	sigma-54-dependent Fis family transcriptional regulator
chr	NZ_CP014692.1	2026677	2028932	-	-	-	A0U92_RS09195	WP_077812958.1	751	PAS domain-containing sensor histidine kinase
chr	NZ_CP014692.1	2028987	2030462	-	-	-	A0U92_RS09200	WP_077812959.1	491	nitrogen regulation protein NR(I)
chr	NZ_CP014692.1	2030547	2031611	-	-	-	A0U92_RS09205	WP_077814350.1	354	two-component sensor histidine kinase
chr	NZ_CP014692.1	2031707	2032816	-	-	-	A0U92_RS09210	WP_077812960.1	369	tRNA dihydrouridine synthase DusB
chr	NZ_CP014692.1	2032925	2033551	-	-	-	A0U92_RS09215	WP_077812961.1	208	hypothetical protein
chr	NZ_CP014692.1	2033854	2036454	-	-	-	A0U92_RS09220	WP_077812962.1	866	cyclic nucleotide-binding domain-containing protein
chr	NZ_CP014692.1	2036733	2037521	-	-	-	A0U92_RS09225	WP_077814351.1	262	hypothetical protein
chr	NZ_CP014692.1	2037738	2037947	-	-	-	A0U92_RS09230	WP_077814352.1	69	entericidin A/B family lipoprotein
chr	NZ_CP014692.1	2038285	2038503	+	-	-	A0U92_RS09235	WP_077812963.1	72	hypothetical protein
chr	NZ_CP014692.1	2038503	2039057	+	-	-	A0U92_RS09240	WP_077812964.1	184	dCTP deaminase
chr	NZ_CP014692.1	2039061	2040323	+	-	-	A0U92_RS09245	WP_077812965.1	420	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NZ_CP014692.1	2040357	2041325	+	-	-	A0U92_RS09250	WP_077812966.1	322	alpha/beta hydrolase
chr	NZ_CP014692.1	2041408	2042850	+	-	-	A0U92_RS09255	WP_077812967.1	480	hypothetical protein
chr	NZ_CP014692.1	2042974	2043705	-	-	-	A0U92_RS09260	WP_077812968.1	243	hypothetical protein
chr	NZ_CP014692.1	2043759	2044001	+	-	-	A0U92_RS09265	WP_077812969.1	80	DUF1653 domain-containing protein
chr	NZ_CP014692.1	2044096	2044509	-	-	-	A0U92_RS09270	WP_077812970.1	137	alcohol dehydrogenase
chr	NZ_CP014692.1	2044794	2046287	-	-	-	A0U92_RS09280	WP_077814353.1	497	efflux transporter outer membrane subunit
chr	NZ_CP014692.1	2046287	2049439	-	-	-	A0U92_RS09285	WP_077812971.1	1050	efflux RND transporter permease subunit
chr	NZ_CP014692.1	2049445	2050680	-	-	-	A0U92_RS09290	WP_077814354.1	411	efflux RND transporter periplasmic adaptor subunit
chr	NZ_CP014692.1	2050872	2051561	+	-	-	A0U92_RS09295	WP_077812972.1	229	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	2051642	2053528	+	-	-	A0U92_RS09300	WP_077812973.1	628	hypothetical protein
chr	NZ_CP014692.1	2053782	2055017	+	-	-	A0U92_RS09305	WP_077812974.1	411	O-succinylhomoserine sulfhydrylase
chr	NZ_CP014692.1	2055054	2055512	+	-	-	A0U92_RS09310	WP_077812975.1	152	Co2+/Mg2+ efflux protein ApaG
chr	NZ_CP014692.1	2055595	2056206	+	-	-	A0U92_RS09315	WP_077812976.1	203	GTP cyclohydrolase I FolE
chr	NZ_CP014692.1	2056278	2057723	+	-	-	A0U92_RS09320	WP_077812977.1	481	glycosyltransferase family protein
chr	NZ_CP014692.1	2057777	2059801	-	-	-	A0U92_RS09325	WP_077812978.1	674	DNA topoisomerase IV subunit B
chr	NZ_CP014692.1	2059856	2060389	-	-	-	A0U92_RS09330	WP_077812979.1	177	hypothetical protein
chr	NZ_CP014692.1	2060735	2061283	+	-	-	A0U92_RS09335	WP_077812980.1	182	hypothetical protein
chr	NZ_CP014692.1	2061366	2061815	-	-	-	A0U92_RS09340	WP_077812981.1	149	transcriptional regulator
chr	NZ_CP014692.1	2062069	2063058	+	-	-	A0U92_RS09345	WP_077812982.1	329	cysteine synthase A
chr	NZ_CP014692.1	2063146	2064285	-	-	-	A0U92_RS09350	WP_077812983.1	379	OmpA family protein
chr	NZ_CP014692.1	2064556	2064897	-	-	-	A0U92_RS09355	WP_077812984.1	113	DUF1491 family protein
chr	NZ_CP014692.1	2064894	2066672	-	-	-	A0U92_RS09360	WP_077812985.1	592	PDZ domain-containing protein
chr	NZ_CP014692.1	2066669	2068723	-	-	-	A0U92_RS09365	WP_077812986.1	684	RNB domain-containing ribonuclease
chr	NZ_CP014692.1	2068720	2071437	-	-	-	A0U92_RS09370	WP_077814355.1	905	type I DNA topoisomerase
chr	NZ_CP014692.1	2071472	2072638	-	-	-	A0U92_RS09375	WP_077814356.1	388	DNA-protecting protein DprA
chr	NZ_CP014692.1	2072650	2073288	-	-	-	A0U92_RS09380	WP_077812987.1	212	glycerol-3-phosphate 1-O-acyltransferase PlsY
chr	NZ_CP014692.1	2073285	2074604	-	-	-	A0U92_RS09385	WP_077812988.1	439	dihydroorotase
chr	NZ_CP014692.1	2074601	2075560	-	-	-	A0U92_RS09390	WP_077812989.1	319	aspartate carbamoyltransferase catalytic subunit
chr	NZ_CP014692.1	2075553	2076968	-	-	-	A0U92_RS09395	WP_077812990.1	471	glutamate--tRNA ligase
chr	NZ_CP014692.1	2077053	2078831	-	-	-	A0U92_RS09400	WP_077812991.1	592	FUSC family protein
chr	NZ_CP014692.1	2078947	2079852	-	-	-	A0U92_RS09405	WP_077812992.1	301	LysR family transcriptional regulator
chr	NZ_CP014692.1	2079970	2081478	-	-	-	A0U92_RS09410	WP_077812993.1	502	sodium:solute symporter family protein
chr	NZ_CP014692.1	2081475	2081654	-	-	-	A0U92_RS09415	WP_077812994.1	59	DUF3311 domain-containing protein
chr	NZ_CP014692.1	2081757	2083190	+	-	-	A0U92_RS09420	WP_077812995.1	477	YdiU family protein
chr	NZ_CP014692.1	2083294	2086218	+	-	-	A0U92_RS09425	WP_077812996.1	974	DNA translocase FtsK
chr	NZ_CP014692.1	2086377	2087060	+	-	-	A0U92_RS09430	WP_077814357.1	227	RNA pseudouridine synthase
chr	NZ_CP014692.1	2087082	2088221	-	-	-	A0U92_RS09435	WP_077812997.1	379	hypothetical protein
chr	NZ_CP014692.1	2088474	2089445	+	-	-	A0U92_RS09440	WP_077812998.1	323	glycine oxidase ThiO
chr	NZ_CP014692.1	2089577	2089774	+	-	-	A0U92_RS09445	WP_077812999.1	65	sulfur carrier protein ThiS
chr	NZ_CP014692.1	2089780	2090550	+	-	-	A0U92_RS09450	WP_077813000.1	256	thiazole synthase
chr	NZ_CP014692.1	2090547	2091161	+	-	-	A0U92_RS09455	WP_077813001.1	204	thiamine phosphate synthase
chr	NZ_CP014692.1	2091294	2091806	+	-	-	A0U92_RS09460	WP_077813002.1	170	hypothetical protein
chr	NZ_CP014692.1	2091807	2092718	-	-	-	A0U92_RS09465	WP_077813003.1	303	hypothetical protein
chr	NZ_CP014692.1	2093074	2093934	-	-	-	A0U92_RS09475	WP_077813004.1	286	hypothetical protein
chr	NZ_CP014692.1	2094469	2095620	+	-	-	A0U92_RS09480	WP_077813005.1	383	glycosyltransferase family 4 protein
chr	NZ_CP014692.1	2095837	2096481	-	-	-	A0U92_RS09485	WP_077813006.1	214	hypothetical protein
chr	NZ_CP014692.1	2096515	2097933	-	-	-	A0U92_RS09490	WP_077813007.1	472	nitronate monooxygenase
chr	NZ_CP014692.1	2098069	2100216	-	-	-	A0U92_RS09495	WP_077814358.1	715	polyribonucleotide nucleotidyltransferase
chr	NZ_CP014692.1	2100224	2100418	-	-	-	A0U92_RS09500	WP_077813008.1	64	hypothetical protein
chr	NZ_CP014692.1	2100548	2100817	-	-	-	A0U92_RS09505	WP_010667834.1	89	30S ribosomal protein S15
chr	NZ_CP014692.1	2100833	2101756	-	-	-	A0U92_RS09510	WP_077813009.1	307	tRNA pseudouridine(55) synthase TruB
chr	NZ_CP014692.1	2101872	2103008	-	-	-	A0U92_RS09515	WP_077813010.1	378	murein transglycosylase
chr	NZ_CP014692.1	2103286	2103624	+	-	-	A0U92_RS09520	WP_077813011.1	112	TIGR02300 family protein
chr	NZ_CP014692.1	2103814	2104134	-	-	-	A0U92_RS09525	WP_077813012.1	106	ATP-dependent Clp protease adapter ClpS
chr	NZ_CP014692.1	2104469	2105668	+	-	-	A0U92_RS09530	WP_077813013.1	399	D-alanyl-D-alanine carboxypeptidase
chr	NZ_CP014692.1	2105682	2106536	-	-	-	A0U92_RS09535	WP_077813014.1	284	peptide chain release factor N(5)-glutamine methyltransferase
chr	NZ_CP014692.1	2106628	2107113	+	-	-	A0U92_RS09540	WP_077813015.1	161	hypothetical protein
chr	NZ_CP014692.1	2107438	2109150	+	-	-	A0U92_RS09545	WP_077814359.1	570	D-lactate dehydrogenase
chr	NZ_CP014692.1	2109285	2110814	-	-	-	A0U92_RS09550	WP_077813016.1	509	2-polyprenyl-6-methoxyphenol hydroxylase
chr	NZ_CP014692.1	2110852	2111334	+	-	-	A0U92_RS09555	WP_077813017.1	160	MarR family transcriptional regulator
chr	NZ_CP014692.1	2111901	2112290	+	-	-	A0U92_RS09560	WP_077813018.1	129	hypothetical protein
chr	NZ_CP014692.1	2112404	2114692	+	-	-	A0U92_RS09565	WP_077813019.1	762	TonB-dependent receptor
chr	NZ_CP014692.1	2114704	2116056	+	-	-	A0U92_RS09570	WP_077813020.1	450	PepSY domain-containing protein
chr	NZ_CP014692.1	2116059	2116700	-	-	-	A0U92_RS09575	WP_077813021.1	213	SCO family protein
chr	NZ_CP014692.1	2116818	2117276	-	-	-	A0U92_RS09580	WP_077813022.1	152	MarR family transcriptional regulator
chr	NZ_CP014692.1	2117393	2117761	+	-	-	A0U92_RS09585	WP_077814360.1	122	hypothetical protein
chr	NZ_CP014692.1	2117828	2122042	-	-	-	A0U92_RS09590	WP_077813023.1	1404	DUF490 domain-containing protein
chr	NZ_CP014692.1	2122042	2123955	-	-	-	A0U92_RS09595	WP_077814361.1	637	hypothetical protein
chr	NZ_CP014692.1	2124274	2125332	+	-	-	A0U92_RS09600	WP_077813024.1	352	1-acyl-sn-glycerol-3-phosphate acyltransferase
chr	NZ_CP014692.1	2125568	2126983	+	-	-	A0U92_RS09605	WP_077813025.1	471	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB
chr	NZ_CP014692.1	2127052	2128128	+	-	-	A0U92_RS09610	WP_077813026.1	358	PhoH family protein
chr	NZ_CP014692.1	2128109	2128702	+	-	-	A0U92_RS09615	WP_077813027.1	197	rRNA maturation RNase YbeY
chr	NZ_CP014692.1	2128699	2129616	+	-	-	A0U92_RS09620	WP_077813028.1	305	HlyC/CorC family transporter
chr	NZ_CP014692.1	2129692	2130033	-	-	-	A0U92_RS09625	WP_077813029.1	113	hypothetical protein
chr	NZ_CP014692.1	2130358	2130741	-	-	-	A0U92_RS09630	WP_077813030.1	127	hypothetical protein
chr	NZ_CP014692.1	2131098	2131904	-	-	-	A0U92_RS09635	WP_077813031.1	268	formate dehydrogenase accessory sulfurtransferase FdhD
chr	NZ_CP014692.1	2131901	2132329	-	-	-	A0U92_RS09640	WP_077813032.1	142	molybdenum cofactor biosynthesis protein MoaE
chr	NZ_CP014692.1	2132326	2132568	-	-	-	A0U92_RS09645	WP_077813033.1	80	MoaD/ThiS family protein
chr	NZ_CP014692.1	2132556	2133164	-	-	-	A0U92_RS09650	WP_077813034.1	202	molybdenum cofactor guanylyltransferase
chr	NZ_CP014692.1	2133284	2134357	-	-	-	A0U92_RS09655	WP_077813035.1	357	GTP 3\',8-cyclase MoaA
chr	NZ_CP014692.1	2134429	2136732	-	-	-	A0U92_RS09660	WP_077813036.1	767	FdhF/YdeP family oxidoreductase
chr	NZ_CP014692.1	2136737	2137255	-	-	-	A0U92_RS09665	WP_077813037.1	172	hypothetical protein
chr	NZ_CP014692.1	2138239	2140680	-	-	-	A0U92_RS09670	WP_077813038.1	813	DNA topoisomerase (ATP-hydrolyzing) subunit B
chr	NZ_CP014692.1	2140819	2141955	-	-	-	A0U92_RS09675	WP_077813039.1	378	DNA replication/repair protein RecF
chr	NZ_CP014692.1	2141987	2143111	-	-	-	A0U92_RS09680	WP_077813040.1	374	DNA polymerase III subunit beta
chr	NZ_CP014692.1	2143264	2144685	-	-	-	A0U92_RS09685	WP_077813041.1	473	chromosomal replication initiator protein DnaA
chr	NZ_CP014692.1	2145228	2145497	-	-	-	A0U92_RS09690	WP_077813042.1	89	30S ribosomal protein S20
chr	NZ_CP014692.1	2145601	2146536	-	-	-	A0U92_RS09695	WP_077814362.1	311	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
chr	NZ_CP014692.1	2146565	2147359	+	-	ubiE	A0U92_RS09700	WP_077813043.1	264	class I SAM-dependent methyltransferase
chr	NZ_CP014692.1	2147363	2148772	+	-	-	A0U92_RS09705	WP_077813044.1	469	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
chr	NZ_CP014692.1	2148813	2149277	+	-	-	A0U92_RS09710	WP_077813045.1	154	dUTP diphosphatase
chr	NZ_CP014692.1	2149338	2151065	+	-	-	A0U92_RS09715	WP_077813046.1	575	ABC transporter permease subunit
chr	NZ_CP014692.1	2151163	2152536	+	-	-	A0U92_RS09720	WP_077813047.1	457	nitrate/sulfonate/bicarbonate ABC transporter ATP-binding protein
chr	NZ_CP014692.1	2152673	2153464	-	-	-	A0U92_RS09725	WP_077813048.1	263	class I SAM-dependent methyltransferase
chr	NZ_CP014692.1	2153528	2156272	-	-	-	A0U92_RS09730	WP_077813049.1	914	insulinase family protein
chr	NZ_CP014692.1	2156411	2157244	-	-	-	A0U92_RS09735	WP_077814363.1	277	SDR family oxidoreductase
chr	NZ_CP014692.1	2157290	2159629	-	-	-	A0U92_RS09740	WP_077814364.1	779	mechanosensitive ion channel
chr	NZ_CP014692.1	2159946	2161889	+	-	-	A0U92_RS09745	WP_077813050.1	647	oligopeptide transporter, OPT family
chr	NZ_CP014692.1	2161912	2162460	-	-	-	A0U92_RS09750	WP_077813051.1	182	pilus assembly protein
chr	NZ_CP014692.1	2162457	2163041	-	-	-	A0U92_RS09755	WP_077813052.1	194	pilus assembly protein
chr	NZ_CP014692.1	2163242	2165617	+	-	-	A0U92_RS09760	WP_077813053.1	791	cadmium-translocating P-type ATPase
chr	NZ_CP014692.1	2165715	2165924	+	-	-	A0U92_RS09765	WP_077814365.1	69	heavy-metal-associated domain-containing protein
chr	NZ_CP014692.1	2166114	2166404	+	-	-	A0U92_RS09770	WP_077814366.1	96	hypothetical protein
chr	NZ_CP014692.1	2166411	2166971	-	-	-	A0U92_RS09775	WP_077813054.1	186	HNH endonuclease
chr	NZ_CP014692.1	2167174	2168052	+	-	-	A0U92_RS09780	WP_077813055.1	292	tRNA glutamyl-Q(34) synthetase GluQRS
chr	NZ_CP014692.1	2168158	2169465	+	-	-	A0U92_RS09785	WP_077813056.1	435	glycoside hydrolase 68 family protein
chr	NZ_CP014692.1	2169729	2170931	+	-	-	A0U92_RS09790	WP_077813057.1	400	pyridoxal phosphate-dependent aminotransferase
chr	NZ_CP014692.1	2170948	2172168	+	-	-	A0U92_RS09795	WP_077813058.1	406	pyridoxal phosphate-dependent aminotransferase
chr	NZ_CP014692.1	2172302	2173615	-	-	-	A0U92_RS09800	WP_077813059.1	437	MFS transporter
chr	NZ_CP014692.1	2173656	2174243	+	-	-	A0U92_RS09805	WP_077813060.1	195	TetR/AcrR family transcriptional regulator
chr	NZ_CP014692.1	2174421	2175296	-	-	-	A0U92_RS09810	WP_077813061.1	291	2OG-Fe(II) oxygenase
chr	NZ_CP014692.1	2175469	2177166	+	-	-	A0U92_RS09815	WP_077813062.1	565	M3 family oligoendopeptidase
chr	NZ_CP014692.1	2177247	2178065	-	-	-	A0U92_RS09820	WP_077814367.1	272	DUF3108 domain-containing protein
chr	NZ_CP014692.1	2178187	2178996	-	-	-	A0U92_RS09825	WP_077814368.1	269	IclR family transcriptional regulator
chr	NZ_CP014692.1	2179535	2181097	-	-	prfC	A0U92_RS09830	WP_077814369.1	520	peptide chain release factor 3
chr	NZ_CP014692.1	2181209	2181826	-	-	-	A0U92_RS09835	WP_010666343.1	205	30S ribosomal protein S4
chr	NZ_CP014692.1	2182139	2183056	+	-	-	A0U92_RS09840	WP_077813063.1	305	LysR family transcriptional regulator
chr	NZ_CP014692.1	2183191	2183625	+	-	-	A0U92_RS09845	WP_077813064.1	144	flagellar biosynthesis repressor FlbT
chr	NZ_CP014692.1	2183699	2184646	+	-	-	A0U92_RS09850	WP_077813065.1	315	flagellin C
chr	NZ_CP014692.1	2184695	2186389	+	-	-	A0U92_RS09855	WP_077813066.1	564	hypothetical protein
chr	NZ_CP014692.1	2186406	2186801	+	-	-	A0U92_RS09860	WP_077813067.1	131	hypothetical protein
chr	NZ_CP014692.1	2187821	2188108	+	-	-	A0U92_RS09865	WP_077813068.1	95	hypothetical protein
chr	NZ_CP014692.1	2188131	2188574	-	-	-	A0U92_RS09870	WP_077813069.1	147	30S ribosome-binding factor RbfA
chr	NZ_CP014692.1	2188571	2191276	-	-	-	A0U92_RS09875	WP_077813070.1	901	translation initiation factor IF-2
chr	NZ_CP014692.1	2191273	2191944	-	-	-	A0U92_RS09880	WP_077814370.1	223	RNA-binding protein
chr	NZ_CP014692.1	2191991	2193562	-	-	-	A0U92_RS09885	WP_077813071.1	523	transcription termination/antitermination protein NusA
chr	NZ_CP014692.1	2193712	2194323	-	-	-	A0U92_RS09890	WP_077813072.1	203	ribosome maturation factor RimP
chr	NZ_CP014692.1	2194575	2195111	+	-	-	A0U92_RS09895	WP_077814371.1	178	hypothetical protein
chr	NZ_CP014692.1	2195176	2196447	+	-	-	A0U92_RS09900	WP_077813073.1	423	ATP-dependent Clp protease ATP-binding subunit
chr	NZ_CP014692.1	2196457	2197440	+	-	-	A0U92_RS09905	WP_077813074.1	327	hypothetical protein
chr	NZ_CP014692.1	2197447	2198346	-	-	-	A0U92_RS09910	WP_077813075.1	299	LysR family transcriptional regulator
chr	NZ_CP014692.1	2198554	2200152	-	-	-	A0U92_RS09915	WP_077813076.1	532	ABC transporter permease subunit
chr	NZ_CP014692.1	2200149	2200982	-	-	glnQ	A0U92_RS09920	WP_077813077.1	277	amino acid ABC transporter ATP-binding protein
chr	NZ_CP014692.1	2200975	2203668	-	-	-	A0U92_RS09925	WP_077813078.1	897	aconitate hydratase AcnA
chr	NZ_CP014692.1	2203900	2204556	+	-	-	A0U92_RS09930	WP_077813079.1	218	heme ABC exporter ATP-binding protein CcmA
chr	NZ_CP014692.1	2204553	2205221	+	-	-	A0U92_RS09935	WP_077813080.1	222	heme exporter protein CcmB
chr	NZ_CP014692.1	2205231	2206520	-	-	-	A0U92_RS09940	WP_077813081.1	429	HlyC/CorC family transporter
chr	NZ_CP014692.1	2206621	2207817	-	-	-	A0U92_RS09945	WP_077813082.1	398	adenosyl-hopene transferase HpnH
chr	NZ_CP014692.1	2208288	2210321	+	-	-	A0U92_RS09950	WP_077813083.1	677	1-deoxy-D-xylulose-5-phosphate synthase
chr	NZ_CP014692.1	2210328	2210960	+	-	-	A0U92_RS09955	WP_077813084.1	210	toluene transporter
chr	NZ_CP014692.1	2211047	2212237	+	-	-	A0U92_RS09960	WP_077813085.1	396	glycosyltransferase
chr	NZ_CP014692.1	2212394	2213818	+	-	-	A0U92_RS09965	WP_077813086.1	474	hopanoid biosynthesis associated radical SAM protein HpnJ
chr	NZ_CP014692.1	2213829	2214677	+	-	-	A0U92_RS09970	WP_077813087.1	282	ChbG/HpnK family deacetylase
chr	NZ_CP014692.1	2214700	2215797	-	-	-	A0U92_RS09975	WP_077813088.1	365	aminotransferase class V-fold PLP-dependent enzyme
chr	NZ_CP014692.1	2216389	2217054	+	-	-	A0U92_RS09980	WP_077813089.1	221	alpha/beta hydrolase
chr	NZ_CP014692.1	2217153	2218421	+	-	-	A0U92_RS09985	WP_077813090.1	422	tyrosine--tRNA ligase
chr	NZ_CP014692.1	2219071	2219469	-	-	-	A0U92_RS09990	WP_077813091.1	132	dihydroneopterin aldolase
chr	NZ_CP014692.1	2219477	2220289	-	-	-	A0U92_RS09995	WP_077813092.1	270	SDR family oxidoreductase
chr	NZ_CP014692.1	2220319	2220912	-	-	-	A0U92_RS10000	WP_077813093.1	197	recombination protein RecR
chr	NZ_CP014692.1	2220937	2221260	-	-	-	A0U92_RS10005	WP_077813094.1	107	YbaB/EbfC family nucleoid-associated protein
chr	NZ_CP014692.1	2221326	2223278	-	-	-	A0U92_RS10010	WP_077814372.1	650	DNA polymerase III subunit gamma/tau
chr	NZ_CP014692.1	2223828	2226185	+	-	-	A0U92_RS10020	WP_077813095.1	785	ATP-dependent Clp protease ATP-binding subunit ClpA
